I,2024-06-12 10:28:17.808776,10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,+7.44999981e+00,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,
I,2024-06-12 10:28:17.808786,10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,+2.27700005e+01,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,
I,2024-06-12 10:28:17.808794,10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,+7.96999969e+01,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,
I,2024-06-12 10:28:17.808804,10291,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,+6.40000010e+00,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,
I,2024-06-12 10:28:17.808813,10292,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,+1.35000002e+00,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,
I,2024-06-12 10:28:17.808822,10293,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,+2.11800003e+01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,
I,2024-06-12 10:28:17.808831,10294,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,+1.47259995e+02,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,
I,2024-06-12 10:28:17.808840,10295,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,+1.14999998e+00,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,
I,2024-06-12 10:28:17.808848,10296,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,+1.19999997e-01,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,
I,2024-06-12 10:28:17.808858,10297,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,+5.73999977e+00,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,
I,2024-06-12 10:28:17.808866,10298,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,+1.68220001e+02,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,
I,2024-06-12 10:28:17.808875,10299,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,+2.97600002e+01,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,
I,2024-06-12 10:28:17.808884,10300,MAGAA,2,1996-09-09,1996-10-07,1996-09-18,2,+1.76800003e+01,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,
I,2024-06-12 10:28:17.808893,10301,WANDK,8,1996-09-09,1996-10-07,1996-09-17,2,+4.50800018e+01,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,
I,2024-06-12 10:28:17.808901,10302,SUPRD,4,1996-09-10,1996-10-08,1996-10-09,2,+6.26999998e+00,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,
I,2024-06-12 10:28:17.808910,10303,GODOS,7,1996-09-11,1996-10-09,1996-09-18,2,+1.07830002e+02,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,
I,2024-06-12 10:28:17.808918,10304,TORTU,1,1996-09-12,1996-10-10,1996-09-17,2,+6.37900009e+01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,
I,2024-06-12 10:28:17.808927,10305,OLDWO,8,1996-09-13,1996-10-11,1996-10-09,3,+2.57619995e+02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,
I,2024-06-12 10:28:17.808935,10306,ROMEY,1,1996-09-16,1996-10-14,1996-09-23,3,+7.55999994e+00,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,
I,2024-06-12 10:28:17.808943,10307,LONEP,2,1996-09-17,1996-10-15,1996-09-25,2,+5.60000002e-01,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,
I,2024-06-12 10:28:17.808952,10308,ANATR,7,1996-09-18,1996-10-16,1996-09-24,3,+1.61000001e+00,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,
I,2024-06-12 10:28:17.808961,10309,HUNGO,3,1996-09-19,1996-10-17,1996-10-23,1,+4.72999992e+01,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,
I,2024-06-12 10:28:17.808969,10310,THEBI,8,1996-09-20,1996-10-18,1996-09-27,2,+1.75200005e+01,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA,
I,2024-06-12 10:28:17.808978,10311,DUMON,1,1996-09-20,1996-10-04,1996-09-26,3,+2.46900005e+01,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,
I,2024-06-12 10:28:17.808987,10312,WANDK,2,1996-09-23,1996-10-21,1996-10-03,2,+4.02599983e+01,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,
I,2024-06-12 10:28:17.808995,10313,QUICK,2,1996-09-24,1996-10-22,1996-10-04,2,+1.96000004e+00,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,
I,2024-06-12 10:28:17.809003,10314,RATTC,1,1996-09-25,1996-10-23,1996-10-04,2,+7.41600037e+01,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,
I,2024-06-12 10:28:17.809012,10315,ISLAT,4,1996-09-26,1996-10-24,1996-10-03,2,+4.17599983e+01,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,
I,2024-06-12 10:28:17.809021,10316,RATTC,1,1996-09-27,1996-10-25,1996-10-08,3,+1.50149994e+02,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,
I,2024-06-12 10:28:17.809030,10317,LONEP,6,1996-09-30,1996-10-28,1996-10-10,1,+1.26899996e+01,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,
I,2024-06-12 10:28:17.809038,10318,ISLAT,8,1996-10-01,1996-10-29,1996-10-04,2,+4.73000002e+00,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,
I,2024-06-12 10:28:17.809047,10319,TORTU,7,1996-10-02,1996-10-30,1996-10-11,3,+6.45000000e+01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,
I,2024-06-12 10:28:17.809055,10320,WARTH,5,1996-10-03,1996-10-17,1996-10-18,3,+3.45699997e+01,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,
I,2024-06-12 10:28:17.809064,10321,ISLAT,3,1996-10-03,1996-10-31,1996-10-11,2,+3.43000007e+00,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,
I,2024-06-12 10:28:17.809072,10322,PERIC,7,1996-10-04,1996-11-01,1996-10-23,3,+4.00000006e-01,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,
I,2024-06-12 10:28:17.809081,10323,KOENE,4,1996-10-07,1996-11-04,1996-10-14,1,+4.88000011e+00,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,
I,2024-06-12 10:28:17.809088,10324,SAVEA,9,1996-10-08,1996-11-05,1996-10-10,1,+2.14270004e+02,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,
I,2024-06-12 10:28:17.810564,10325,KOENE,1,1996-10-09,1996-10-23,1996-10-14,3,+6.48600006e+01,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,
I,2024-06-12 10:28:17.810580,10326,BOLID,4,1996-10-10,1996-11-07,1996-10-14,2,+7.79199982e+01,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain,
I,2024-06-12 10:28:17.810590,10327,FOLKO,2,1996-10-11,1996-11-08,1996-10-14,1,+6.33600006e+01,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,
I,2024-06-12 10:28:17.810598,10328,FURIB,4,1996-10-14,1996-11-11,1996-10-17,3,+8.70299988e+01,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,
I,2024-06-12 10:28:17.810607,10329,SPLIR,4,1996-10-15,1996-11-26,1996-10-23,2,+1.91669998e+02,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,
I,2024-06-12 10:28:17.810616,10330,LILAS,3,1996-10-16,1996-11-13,1996-10-28,1,+1.27500000e+01,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,
I,2024-06-12 10:28:17.810625,10331,BONAP,9,1996-10-16,1996-11-27,1996-10-21,1,+1.01899996e+01,Bon app',"12, rue des Bouchers",Marseille,,13008,France,
I,2024-06-12 10:28:17.810772,10332,MEREP,3,1996-10-17,1996-11-28,1996-10-21,2,+5.28400002e+01,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,
I,2024-06-12 10:28:17.810786,10333,WARTH,5,1996-10-18,1996-11-15,1996-10-25,3,+5.89999974e-01,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,
I,2024-06-12 10:28:17.810999,10334,VICTE,8,1996-10-21,1996-11-18,1996-10-28,2,+8.56000042e+00,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,
I,2024-06-12 10:28:17.811019,10335,HUNGO,7,1996-10-22,1996-11-19,1996-10-24,2,+4.21100006e+01,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,
I,2024-06-12 10:28:17.811029,10336,PRINI,7,1996-10-23,1996-11-20,1996-10-25,2,+1.55100002e+01,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,
I,2024-06-12 10:28:17.811038,10337,FRANK,4,1996-10-24,1996-11-21,1996-10-29,3,+1.08260002e+02,Frankenversand,Berliner Platz 43,München,,80805,Germany,
I,2024-06-12 10:28:17.811046,10338,OLDWO,4,1996-10-25,1996-11-22,1996-10-29,3,+8.42099991e+01,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,
I,2024-06-12 10:28:17.811055,10339,MEREP,2,1996-10-28,1996-11-25,1996-11-04,2,+1.56599998e+01,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,
I,2024-06-12 10:28:17.811068,10340,BONAP,1,1996-10-29,1996-11-26,1996-11-08,3,+1.66309998e+02,Bon app',"12, rue des Bouchers",Marseille,,13008,France,
I,2024-06-12 10:28:17.811083,10341,SIMOB,7,1996-10-29,1996-11-26,1996-11-05,3,+2.67800007e+01,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,
I,2024-06-12 10:28:17.811096,10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,+5.48300018e+01,Frankenversand,Berliner Platz 43,München,,80805,Germany,
I,2024-06-12 10:28:17.811109,10343,LEHMS,4,1996-10-31,1996-11-28,1996-11-06,1,+1.10370003e+02,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,
I,2024-06-12 10:28:17.811192,10344,WHITC,4,1996-11-01,1996-11-29,1996-11-05,2,+2.32900009e+01,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,
I,2024-06-12 10:28:17.811210,10345,QUICK,2,1996-11-04,1996-12-02,1996-11-11,2,+2.49059998e+02,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,
I,2024-06-12 10:28:17.811225,10346,RATTC,3,1996-11-05,1996-12-17,1996-11-08,3,+1.42080002e+02,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,
I,2024-06-12 10:28:17.811239,10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,+3.09999990e+00,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,
I,2024-06-12 10:28:17.811254,10348,WANDK,4,1996-11-07,1996-12-05,1996-11-15,2,+7.79999971e-01,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,
I,2024-06-12 10:28:17.811268,10349,SPLIR,7,1996-11-08,1996-12-06,1996-11-15,1,+8.63000011e+00,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,
I,2024-06-12 10:28:17.811282,10350,LAMAI,6,1996-11-11,1996-12-09,1996-12-03,2,+6.41900024e+01,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,
I,2024-06-12 10:28:17.811296,10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,+1.62330002e+02,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,
I,2024-06-12 10:28:17.811309,10352,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,+1.29999995e+00,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,
I,2024-06-12 10:28:17.811325,10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,+3.60630005e+02,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,
I,2024-06-12 10:28:17.813037,10354,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,+5.37999992e+01,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,
I,2024-06-12 10:28:17.813062,10355,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,+4.19500008e+01,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,
I,2024-06-12 10:28:17.813080,10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,+3.67099991e+01,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,
I,2024-06-12 10:28:17.813448,10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,+3.48800011e+01,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,
I,2024-06-12 10:28:17.813468,10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,+1.96399994e+01,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,
I,2024-06-12 10:28:17.813533,10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,+2.88429993e+02,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,
I,2024-06-12 10:28:17.813553,10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,+1.31699997e+02,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,
I,2024-06-12 10:28:17.813572,10361,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,+1.83169998e+02,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,
I,2024-06-12 10:28:17.813589,10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,+9.60400009e+01,Bon app',"12, rue des Bouchers",Marseille,,13008,France,
I,2024-06-12 10:28:17.813609,10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,+3.05400009e+01,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,
I,2024-06-12 10:28:17.813625,10364,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,+7.19700012e+01,Eastern Connection,35 King George,London,,WX3 6FW,UK,
I,2024-06-12 10:28:17.813650,10365,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,+2.20000000e+01,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,
I,2024-06-12 10:28:17.813669,10366,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,+1.01400003e+01,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,
I,2024-06-12 10:28:17.813687,10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,+1.35500002e+01,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,
I,2024-06-12 10:28:17.813713,10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,+1.01949997e+02,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,
I,2024-06-12 10:28:17.813729,10369,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,+1.95679993e+02,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,
I,2024-06-12 10:28:17.813755,10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,+1.16999996e+00,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,
I,2024-06-12 10:28:17.813773,10371,LAMAI,1,1996-12-03,1996-12-31,1996-12-24,1,+4.49999988e-01,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,
I,2024-06-12 10:28:17.813801,10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,+8.90780029e+02,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,
I,2024-06-12 10:28:17.813833,10373,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,+1.24120003e+02,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,
I,2024-06-12 10:28:17.813875,10374,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,+3.94000006e+00,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,
I,2024-06-12 10:28:17.813895,10375,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,+2.01200008e+01,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,
I,2024-06-12 10:28:17.813913,10376,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,+2.03899994e+01,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,
I,2024-06-12 10:28:17.813993,10377,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,+2.22099991e+01,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,
I,2024-06-12 10:28:17.814012,10378,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,+5.44000006e+00,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,
I,2024-06-12 10:28:17.814030,10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,+4.50299988e+01,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,
I,2024-06-12 10:28:17.814058,10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,+3.50299988e+01,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,
I,2024-06-12 10:28:17.814077,10381,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,+7.98999977e+00,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,
I,2024-06-12 10:28:17.814104,10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,+9.47699966e+01,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,
I,2024-06-12 10:28:17.814120,10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,+3.42400017e+01,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,
I,2024-06-12 10:28:17.814138,10384,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,+1.68639999e+02,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,
I,2024-06-12 10:28:17.814232,10385,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,+3.09599991e+01,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,
